x,y,label
12.5,15.555555555555554,
7.5,4.444444444444445,
17.5,11.11111111111111,
1.25,17.77777777777778,
6.25,7.4074074074074066,
13.75,9.62962962962963,
8.75,16.296296296296294,
0.625,11.851851851851851,
10.625,18.518518518518515,
5.625,1.4814814814814814,
15.625,8.148148148148147,
3.125,14.814814814814813,
13.125,3.7037037037037033,
11.875,12.592592592592593,
6.875,19.25925925925926,
14.375,13.580246913580245,
9.375,2.4691358024691357,
19.375,9.135802469135802,
0.3125,15.802469135802468,
10.3125,4.6913580246913575,
5.3125,11.358024691358025,
15.3125,18.02469135802469,
2.8125,0.9876543209876543,
12.8125,7.65432098765432,
7.8125,14.320987654320989,
17.8125,3.2098765432098766,
11.5625,16.54320987654321,
6.5625,5.432098765432098,
0.9375,3.950617283950617,
10.9375,10.617283950617281,
15.9375,6.172839506172839,
3.4375,12.839506172839506,
13.4375,19.50617283950617,
8.4375,0.49382716049382713,
12.1875,2.716049382716049,
4.6875,4.938271604938271,
14.6875,11.604938271604938,
9.6875,18.271604938271604,
19.6875,1.2345679012345678,
5.15625,3.45679012345679,
2.65625,16.79012345679012,
7.65625,12.345679012345679,
6.40625,15.30864197530864,
3.90625,10.864197530864196,
13.90625,17.53086419753086,
8.90625,6.419753086419753,
18.90625,13.086419753086421,
15.78125,13.415637860082303,
3.28125,2.304526748971193,
13.28125,8.97119341563786,
18.28125,4.526748971193416,
2.03125,11.193415637860083,
12.03125,17.86008230452675,
7.03125,0.823045267489712,
17.03125,7.489711934156378,
14.53125,3.045267489711934,
19.53125,16.378600823045264,
10.46875,11.934156378600822,
5.46875,18.600823045267486,
15.46875,1.5637860082304524,
17.96875,10.45267489711934,
16.71875,19.34156378600823,
4.21875,0.3292181069958847,
19.21875,2.551440329218107,
1.09375,9.218106995884773,
11.09375,15.884773662551439,
16.09375,11.440329218106998,
3.59375,18.106995884773664,
8.59375,7.736625514403292,
2.34375,3.292181069958848,
12.34375,9.958847736625513,
7.34375,16.62551440329218,
17.34375,5.514403292181069,
5.078125,10.699588477366254,
15.078125,17.36625514403292,
2.578125,6.25514403292181,
12.578125,12.921810699588477,
7.578125,19.58847736625514,
17.578125,0.5761316872427983,
11.328125,13.90946502057613,
6.328125,2.7983539094650207,
16.328125,9.465020576131685,
10.703125,7.9835390946502045,
5.703125,14.650205761316872,
15.703125,3.539094650205761,
13.203125,16.87242798353909,
18.203125,12.42798353909465,
1.953125,19.094650205761315,
11.953125,2.05761316872428,
9.453125,17.613168724279834,
19.453125,6.5020576131687235,
12.890625,2.3868312757201644,
1.640625,4.609053497942386,
16.640625,0.905349794238683,
4.140625,7.57201646090535,
9.140625,3.127572016460905,
1.015625,16.460905349794235,
11.015625,5.349794238683128,
16.015625,18.68312757201646,
3.515625,1.646090534979424,
13.515625,8.31275720164609,
8.515625,14.979423868312756,
18.515625,3.868312757201646,
2.265625,10.534979423868311,
12.265625,17.201646090534975,
4.765625,19.4238683127572,
14.765625,0.41152263374485587,
17.734375,7.818930041152264,
1.484375,14.485596707818932,
11.484375,3.3744855967078187,
6.484375,10.041152263374485,
16.484375,16.70781893004115,
18.984375,1.8930041152263375,
0.859375,8.559670781893004,
15.859375,10.781893004115224,
13.359375,6.337448559670782,
8.359375,13.004115226337447,
18.359375,19.67078189300411,
12.109375,7.325102880658436,
4.609375,9.547325102880658,
14.609375,16.213991769547324,
9.609375,5.102880658436214,
19.609375,11.76954732510288,
0.546875,18.436213991769545,
10.546875,1.3991769547325104,
5.546875,8.065843621399177,
3.046875,3.621399176954732,
13.046875,10.2880658436214,
1.796875,12.51028806584362,
11.796875,19.176954732510286,
16.796875,8.806584362139917,
14.296875,4.3621399176954725,
19.296875,17.695473251028805,
1.171875,6.584362139917696,
3.671875,6.694101508916324,
13.671875,13.360768175582988,
18.671875,8.916323731138545,
2.421875,15.58299039780521,
12.421875,4.471879286694102,
17.421875,17.805212620027433,
4.921875,0.7681755829903978,
14.921875,7.4348422496570645,
7.5390625,8.175582990397805,
17.5390625,14.842249657064471,
1.2890625,3.731138545953361,
16.2890625,5.953360768175583,
13.7890625,19.286694101508914,
0.6640625,13.607681755829901,
10.6640625,2.4965706447187928,
3.1640625,4.7187928669410155,
13.1640625,11.385459533607683,
8.1640625,18.052126200274348,
11.9140625,14.348422496570645,
4.4140625,16.570644718792863,
14.4140625,5.459533607681756,
9.4140625,12.126200274348422,
19.4140625,18.792866941015088,
0.3515625,1.755829903978052,
15.3515625,3.978052126200274,
2.8515625,10.64471879286694,
12.8515625,17.311385459533604,
17.8515625,12.86694101508916,
1.6015625,19.533607681755825,
11.6015625,0.5212620027434842,
6.6015625,7.187928669410151,
14.1015625,9.410150891632373,
9.1015625,16.076817558299037,
0.9765625,11.632373113854594,
10.9765625,18.29903978052126,
5.9765625,1.262002743484225,
15.9765625,7.928669410150891,
3.4765625,14.595336076817558,
13.4765625,3.4842249657064475,
2.2265625,5.706447187928669,
12.2265625,12.373113854595335,
7.2265625,19.039780521262,
4.7265625,8.669410150891633,
14.7265625,15.336076817558297,
5.1953125,13.113854595336075,
7.6953125,13.44307270233196,
17.6953125,2.3319615912208502,
1.4453125,8.998628257887516,
11.4453125,15.66529492455418,
6.4453125,4.554183813443073,
16.4453125,11.220850480109739,
13.9453125,0.8504801097393689,
8.9453125,7.517146776406035,
10.8203125,9.739368998628258,
5.8203125,16.40603566529492,
18.3203125,8.257887517146775,
4.5703125,6.035665294924554,
9.5703125,19.368998628257884,
19.5703125,0.35665294924554175,
10.5078125,13.689986282578872,
5.5078125,2.5788751714677645,
13.0078125,4.801097393689987,
8.0078125,11.467764060356654,
11.7578125,7.764060356652949,
6.7578125,14.430727023319616,
9.2578125,5.541838134430726,
19.2578125,12.208504801097392,
11.1328125,1.838134430727023,
6.1328125,8.50480109739369,
3.6328125,4.060356652949245,
13.6328125,10.72702331961591,
8.6328125,17.393689986282574,
18.6328125,6.282578875171467,
2.3828125,12.949245541838133,
12.3828125,19.6159122085048,
7.3828125,0.6035665294924554,
17.3828125,7.270233196159122,
5.1171875,18.381344307270233,
15.1171875,1.344307270233196,
12.6171875,14.677640603566529,
7.6171875,3.5665294924554187,
11.3671875,5.78875171467764,
6.3671875,12.455418381344305,
16.3671875,19.12208504801097,
8.8671875,15.418381344307267,
0.7421875,10.973936899862824,
10.7421875,17.64060356652949,
5.7421875,6.529492455418381,
15.7421875,13.196159122085048,
1.9921875,2.4142661179698215,
11.9921875,9.080932784636488,
16.9921875,4.636488340192043,
4.4921875,11.30315500685871,
